scenario,scenario_type,fault_percentage,workload_users,checkout_error,checkout_success,checkout_success_rate,checkout_http_req_duration,iteration_duration_p(95),GRPC_BACKOFF_MULTIPLIER,GRPC_INITIAL_BACKOFF,GRPC_MAX_ATTEMPTS,GRPC_MAX_BACKOFF,normalized_checkout_http_req_duration,normalized_iteration_duration_p(95),checkout_error_rate
retry-checkout-500vu-75f-00002,retry,75,500,1685,1315,0.43833333333333335,2607.511387,40036.053267649986,1.5,0.5,2.0,15.0,0.2844304191923056,0.5850876606582213,0.5616666666666666
retry-checkout-500vu-25f-00003,retry,25,500,189,2811,0.937,2374.772193,36684.368390799995,2.0,0.5,2.0,15.0,0.38605434539121863,0.29323225167471884,0.06299999999999994
retry-checkout-500vu-75f-00003,retry,75,500,1725,1275,0.425,2407.626839,38386.281231600005,2.0,0.5,2.0,15.0,0.141047757470696,0.34536941483574607,0.575
retry-checkout-500vu-25f-00004,retry,25,500,194,2806,0.9353333333333333,2394.9067185,40701.5247787,1.0,1.0,2.0,15.0,0.4160318285623103,0.7161300642866393,0.06466666666666665
retry-checkout-500vu-75f-00004,retry,75,500,1669,1331,0.44366666666666665,2210.997296,37897.96674965,1.0,1.0,2.0,15.0,0.0,0.27441543545867025,0.5563333333333333
retry-checkout-500vu-25f-00005,retry,25,500,183,2817,0.939,2119.610576,34615.70024779997,1.5,1.0,2.0,15.0,0.006154502232461841,0.07545750052742774,0.061000000000000054
retry-checkout-500vu-75f-00005,retry,75,500,1680,1320,0.44,2498.980997,39894.6604017,1.5,1.0,2.0,15.0,0.20657859747027663,0.5645427313851465,0.56
retry-checkout-500vu-25f-00006,retry,25,500,175,2825,0.9416666666666667,2341.965817,40881.359048499995,2.0,1.0,2.0,15.0,0.33721025495340323,0.7350617443078986,0.05833333333333335
retry-checkout-500vu-75f-00006,retry,75,500,1695,1305,0.435,2395.564798,38298.752275599996,2.0,1.0,2.0,15.0,0.1323953250456783,0.33265111962131616,0.565
retry-checkout-500vu-25f-00007,retry,25,500,208,2792,0.9306666666666666,2190.5997615,34503.692798,1.0,1.5,2.0,15.0,0.11184743816262546,0.06366614840100224,0.06933333333333336
retry-checkout-500vu-75f-00007,retry,75,500,1664,1336,0.44533333333333336,2604.7197535,40517.99781455,1.0,1.5,2.0,15.0,0.28242790401148626,0.655116063881246,0.5546666666666666
retry-checkout-500vu-25f-00008,retry,25,500,209,2791,0.9303333333333333,2396.747987,39560.46851339999,1.5,1.5,2.0,15.0,0.4187732189900221,0.5960077309575259,0.06966666666666665
retry-checkout-500vu-75f-00008,retry,75,500,1647,1353,0.451,2606.735933,41197.85240234999,1.5,1.5,2.0,15.0,0.28387416479607946,0.7539015600834855,0.5489999999999999
retry-checkout-500vu-25f-00009,retry,25,500,208,2792,0.9306666666666666,2306.643613,35606.60142,2.0,1.5,2.0,15.0,0.2846204496472961,0.17977256764808855,0.06933333333333336
retry-checkout-500vu-75f-00009,retry,75,500,1692,1308,0.436,2600.9021270000003,40406.877328149974,2.0,1.5,2.0,15.0,0.2796894159467214,0.6389698282240264,0.5640000000000001
retry-checkout-500vu-25f-00010,retry,25,500,72,2928,0.976,2697.292214,43398.03890475,1.0,0.5,3.0,15.0,0.8662414003018292,1.0,0.02400000000000002
retry-checkout-500vu-75f-00010,retry,75,500,1191,1809,0.603,2508.811263,39513.548281799995,1.0,0.5,3.0,15.0,0.2136301165527393,0.5091656690712196,0.397
retry-checkout-500vu-25f-00011,retry,25,500,70,2930,0.9766666666666667,2202.6632755,36147.17648134999,1.5,0.5,3.0,15.0,0.1298083177432853,0.23668048681350906,0.023333333333333317
retry-checkout-500vu-75f-00011,retry,75,500,1327,1673,0.5576666666666666,2304.408271,36596.00256865,1.5,0.5,3.0,15.0,0.06700625117610742,0.08523501369550304,0.44233333333333336
retry-checkout-500vu-25f-00012,retry,25,500,34,2966,0.9886666666666667,2422.4827354999998,40904.30708775,2.0,0.5,3.0,15.0,0.4570886483787609,0.7374775515768889,0.011333333333333306
retry-checkout-500vu-75f-00012,retry,75,500,1284,1716,0.572,2594.1665709999997,40016.13835844998,2.0,0.5,3.0,15.0,0.27485781712070795,0.5821939474694766,0.42800000000000005
retry-checkout-500vu-25f-00013,retry,25,500,46,2954,0.9846666666666667,2392.6038049999997,37495.184704549996,1.0,1.0,3.0,15.0,0.4126031135081247,0.3785892585733688,0.01533333333333331
retry-checkout-500vu-75f-00013,retry,75,500,1275,1725,0.575,2587.745488,37505.99965015,1.0,1.0,3.0,15.0,0.2702517983919599,0.21746110270295588,0.42500000000000004
retry-checkout-500vu-25f-00014,retry,25,500,45,2955,0.985,2787.131842,42499.889218300006,1.5,1.0,3.0,15.0,1.0,0.9054491533011139,0.015000000000000013
retry-checkout-500vu-75f-00014,retry,75,500,1257,1743,0.581,2575.679149,38981.879899699976,1.5,1.0,3.0,15.0,0.26159628289380715,0.4319122006335786,0.41900000000000004
retry-checkout-500vu-25f-00015,retry,25,500,41,2959,0.9863333333333333,2389.342468,36503.12024535,2.0,1.0,3.0,15.0,0.4077474403494622,0.27415172882486316,0.013666666666666716
retry-checkout-500vu-75f-00015,retry,75,500,1255,1745,0.5816666666666667,2512.882488,38494.792287,2.0,1.0,3.0,15.0,0.21655051776838297,0.36113649009489013,0.41833333333333333
retry-checkout-500vu-25f-00016,retry,25,500,53,2947,0.9823333333333333,2413.98841,39507.77073319998,1.0,1.5,3.0,15.0,0.44444178964220815,0.5904600813705656,0.01766666666666672
retry-checkout-500vu-75f-00016,retry,75,500,1262,1738,0.5793333333333334,2702.3016795000003,36009.40415764997,1.0,1.5,3.0,15.0,0.3524260925948338,0.0,0.42066666666666663
retry-checkout-500vu-25f-00017,retry,25,500,47,2953,0.9843333333333333,2599.143113,36906.4960896,1.5,1.5,3.0,15.0,0.7201111613009021,0.31661628477484594,0.015666666666666718
retry-checkout-500vu-75f-00017,retry,75,500,1247,1753,0.5843333333333334,2791.235117,38209.71144324997,1.5,1.5,3.0,15.0,0.41622048346892176,0.31971314293659436,0.41566666666666663
retry-checkout-500vu-25f-00018,retry,25,500,42,2958,0.986,2590.6549295,39743.9284899,2.0,1.5,3.0,15.0,0.7074734471404969,0.6153210997368396,0.014000000000000012
retry-checkout-500vu-75f-00018,retry,75,500,1258,1742,0.5806666666666667,2988.9885585,39288.79596829999,2.0,1.5,3.0,15.0,0.5580744441206407,0.4765082902579864,0.41933333333333334
retry-checkout-500vu-25f-00019,retry,25,500,14,2986,0.9953333333333333,2192.559582,34976.994895150005,1.0,0.5,4.0,15.0,0.11476533588299154,0.11349204569299375,0.004666666666666708
retry-checkout-500vu-75f-00019,retry,75,500,950,2050,0.6833333333333333,2402.7257179999997,37594.85071875,1.0,0.5,4.0,15.0,0.13753204912089537,0.23037150598221193,0.31666666666666665
retry-checkout-500vu-25f-00020,retry,25,500,16,2984,0.9946666666666667,2497.1901785,42495.4233604,1.5,0.5,4.0,15.0,0.5683175479765084,0.9049790193668119,0.005333333333333301
retry-checkout-500vu-75f-00020,retry,75,500,930,2070,0.69,2510.5952085,38462.77163529999,1.5,0.5,4.0,15.0,0.21490978952754208,0.3564837657863876,0.31000000000000005
retry-checkout-500vu-25f-00021,retry,25,500,14,2986,0.9953333333333333,2286.6019965,35807.86943704998,2.0,0.5,4.0,15.0,0.254781294940113,0.20096064098662003,0.004666666666666708
retry-checkout-500vu-75f-00021,retry,75,500,977,2023,0.6743333333333333,2507.104292,37895.784701699995,2.0,0.5,4.0,15.0,0.21240565949535034,0.2740983754676867,0.32566666666666666
retry-checkout-500vu-25f-00022,retry,25,500,12,2988,0.996,2397.1909724999996,38805.40180869999,1.0,1.0,4.0,15.0,0.41943276223931647,0.5165196486026731,0.0040000000000000036
retry-checkout-500vu-75f-00022,retry,75,500,929,2071,0.6903333333333334,2885.190683,42193.515111400004,1.0,1.0,4.0,15.0,0.48361738468732063,0.8985751954881599,0.30966666666666665
retry-checkout-500vu-25f-00023,retry,25,500,13,2987,0.9956666666666667,2213.876866,34707.610401499995,1.5,1.0,4.0,15.0,0.1465037804946306,0.08513315146141702,0.0043333333333333
retry-checkout-500vu-75f-00023,retry,75,500,932,2068,0.6893333333333334,2910.9137250000003,38915.67374684999,1.5,1.0,4.0,15.0,0.5020692273456978,0.42229219103403903,0.31066666666666665
retry-checkout-500vu-25f-00024,retry,25,500,10,2990,0.9966666666666667,2312.4315975,41209.13698055,2.0,1.0,4.0,15.0,0.29323794639154677,0.7695678867383825,0.0033333333333332993
retry-checkout-500vu-75f-00024,retry,75,500,917,2083,0.6943333333333334,2892.00848,36358.117540049985,2.0,1.0,4.0,15.0,0.48850797723546313,0.05066940067907683,0.30566666666666664
retry-checkout-500vu-25f-00025,retry,25,500,17,2983,0.9943333333333333,2609.290734,37898.994505099996,1.0,1.5,4.0,15.0,0.7352195450447414,0.4210994983733986,0.005666666666666709
retry-checkout-500vu-75f-00025,retry,75,500,928,2072,0.6906666666666667,3099.4915335,40344.76396285,1.0,1.5,4.0,15.0,0.6373412550982279,0.6299445164558068,0.30933333333333335
retry-checkout-500vu-25f-00026,retry,25,500,11,2989,0.9963333333333333,2393.972932,38096.27350105,1.5,1.5,4.0,15.0,0.41464155149374293,0.44186763578343957,0.003666666666666707
retry-checkout-500vu-75f-00026,retry,75,500,1021,1979,0.6596666666666666,3297.713366,42091.78717014999,1.5,1.5,4.0,15.0,0.7795312054448903,0.883793732901382,0.3403333333333334
retry-checkout-500vu-25f-00027,retry,25,500,14,2986,0.9953333333333333,2485.727586,34909.829099149996,2.0,1.5,4.0,15.0,0.5512513561873931,0.10642130572969584,0.004666666666666708
retry-checkout-500vu-75f-00027,retry,75,500,934,2066,0.6886666666666666,3484.4338230000003,41574.97048315,2.0,1.5,4.0,15.0,0.913470904088006,0.8086982730970992,0.31133333333333335
retry-checkout-500vu-25f-00028,retry,25,500,3,2997,0.999,2697.310148,42101.144490449995,1.0,0.5,5.0,15.0,0.8662681015113108,0.8634721285314965,0.0010000000000000009
retry-checkout-500vu-75f-00028,retry,75,500,696,2304,0.768,2488.994954,37845.34296364999,1.0,0.5,5.0,15.0,0.19941533527851132,0.26676899619748495,0.23199999999999998
retry-checkout-500vu-25f-00029,retry,25,500,2,2998,0.9993333333333333,2301.759423,36691.5244898,1.5,0.5,5.0,15.0,0.27734857609212243,0.29398559516491823,0.0006666666666667043
retry-checkout-500vu-75f-00029,retry,75,500,696,2304,0.768,2789.66097,38920.74145724998,1.5,0.5,5.0,15.0,0.41509130470518296,0.423028548919174,0.23199999999999998
retry-checkout-500vu-25f-00030,retry,25,500,2,2998,0.9993333333333333,2297.0269825,39821.86260905,2.0,0.5,5.0,15.0,0.27030263624879514,0.6235254526008814,0.0006666666666667043
retry-checkout-500vu-75f-00030,retry,75,500,716,2284,0.7613333333333333,3201.096591,42186.24074365,2.0,0.5,5.0,15.0,0.7102253461122425,0.8975182017712136,0.2386666666666667
retry-checkout-500vu-25f-00031,retry,25,500,3,2997,0.999,2384.877154,36014.11458374998,1.0,1.0,5.0,15.0,0.40109921438115514,0.22267267133325275,0.0010000000000000009
retry-checkout-500vu-75f-00031,retry,75,500,727,2273,0.7576666666666667,2911.603499,40081.75158675,1.0,1.0,5.0,15.0,0.5025640211308897,0.5917278028429069,0.2423333333333333
retry-checkout-500vu-25f-00032,retry,25,500,4,2996,0.9986666666666667,2502.8044175,39286.3640192,1.5,1.0,5.0,15.0,0.5766763620514159,0.5671519484509185,0.0013333333333332975
retry-checkout-500vu-75f-00032,retry,75,500,703,2297,0.7656666666666667,3083.872756,39297.777396599995,1.5,1.0,5.0,15.0,0.6261374781520102,0.4778133264629954,0.23433333333333328
retry-checkout-500vu-25f-00033,retry,25,500,4,2996,0.9986666666666667,2213.1917065,33898.92051705,2.0,1.0,5.0,15.0,0.14548367414145272,0.0,0.0013333333333332975
retry-checkout-500vu-75f-00033,retry,75,500,768,2232,0.744,3401.099831,41938.46272184999,2.0,1.0,5.0,15.0,0.8536931488567844,0.8615150986506911,0.256
retry-checkout-500vu-25f-00034,retry,25,500,6,2994,0.998,2591.47116,39203.3871477,1.0,1.5,5.0,15.0,0.70868869982065,0.5584167302850469,0.0020000000000000018
retry-checkout-500vu-75f-00034,retry,75,500,677,2323,0.7743333333333333,3213.818209,38599.15934365,1.0,1.5,5.0,15.0,0.7193509111871654,0.3763014263376542,0.22566666666666668
retry-checkout-500vu-25f-00035,retry,25,500,3,2997,0.999,2494.110362,36753.49467479999,1.5,1.5,5.0,15.0,0.5637321333711925,0.30050937794882726,0.0010000000000000009
retry-checkout-500vu-75f-00035,retry,75,500,699,2301,0.767,3400.363561,38307.747075749976,1.5,1.5,5.0,15.0,0.8531650022171264,0.33395809880774935,0.23299999999999998
retry-checkout-500vu-25f-00036,retry,25,500,5,2995,0.9983333333333333,2605.886049,41699.54049085,2.0,1.5,5.0,15.0,0.7301504468288254,0.8211940998546441,0.0016666666666667052
retry-checkout-500vu-75f-00036,retry,75,500,793,2207,0.7356666666666667,3605.060885,42891.53376105,2.0,1.5,5.0,15.0,1.0,1.0,0.2643333333333333
retry-checkout-300vu-25f-00001,retry,25,300,165,2835,0.945,1496.433567,23695.294224949997,1.0,0.5,2.0,15.0,0.33729191966317995,0.6182475912738318,0.05500000000000005
retry-checkout-300vu-75f-00001,retry,75,300,1701,1299,0.433,1503.434606,23118.0663566,1.0,0.5,2.0,15.0,0.021824419216021452,0.20114359194893588,0.567
retry-checkout-300vu-25f-00002,retry,25,300,727,2273,0.7576666666666667,1513.690531,23604.90884955,1.5,0.5,2.0,15.0,0.3891102938499053,0.6017502006056396,0.2423333333333333
retry-checkout-300vu-75f-00002,retry,75,300,1686,1314,0.438,1507.3600230000002,24209.250176149988,1.5,0.5,2.0,15.0,0.025388634159564705,0.3102267084019454,0.562
retry-checkout-300vu-25f-00003,retry,25,300,218,2782,0.9273333333333333,1485.6113,23182.07278345,2.0,0.5,2.0,15.0,0.3047953414148477,0.5245729831610851,0.07266666666666666
retry-checkout-300vu-75f-00003,retry,75,300,1689,1311,0.437,1715.5222,26491.48106165,2.0,0.5,2.0,15.0,0.2143965133081664,0.5383760385105266,0.563
retry-checkout-300vu-25f-00004,retry,25,300,222,2778,0.926,1504.9561199999998,23484.829331999994,1.0,1.0,2.0,15.0,0.3628830282950453,0.5798329523394941,0.07399999999999995
retry-checkout-300vu-75f-00004,retry,75,300,1700,1300,0.43333333333333335,1479.3984725,21105.9801596,1.0,1.0,2.0,15.0,0.0,0.0,0.5666666666666667
retry-checkout-300vu-25f-00005,retry,25,300,186,2814,0.938,1607.374633,23008.748833499998,1.5,1.0,2.0,15.0,0.6704203697580061,0.4929374126738771,0.062000000000000055
retry-checkout-300vu-75f-00005,retry,75,300,1673,1327,0.44233333333333336,1602.930844,23496.920169099998,1.5,1.0,2.0,15.0,0.11216538892851878,0.23901672918501335,0.5576666666666666
retry-checkout-300vu-25f-00006,retry,25,300,208,2792,0.9306666666666666,1404.905843,22690.5070696,2.0,1.0,2.0,15.0,0.06245691098544587,0.43485103882458487,0.06933333333333336
retry-checkout-300vu-75f-00006,retry,75,300,1703,1297,0.43233333333333335,1597.787067,23340.771973349987,2.0,1.0,2.0,15.0,0.1074949228736631,0.22340695609659791,0.5676666666666667
retry-checkout-300vu-25f-00007,retry,25,300,210,2790,0.93,1391.6685269999998,20802.262624149997,1.0,1.5,2.0,15.0,0.022708540778731672,0.09020339913979503,0.06999999999999995
retry-checkout-300vu-75f-00007,retry,75,300,1676,1324,0.44133333333333336,1704.4203244999999,23693.591499849997,1.0,1.5,2.0,15.0,0.2043161904893535,0.25867750612360296,0.5586666666666666
retry-checkout-300vu-25f-00008,retry,25,300,181,2819,0.9396666666666667,1717.133843,25786.82709015,1.5,1.5,2.0,15.0,1.0,1.0,0.06033333333333335
retry-checkout-300vu-75f-00008,retry,75,300,1644,1356,0.452,1715.3865255,24044.29416155,1.5,1.5,2.0,15.0,0.2142733230635738,0.2937364380846529,0.548
retry-checkout-300vu-25f-00009,retry,25,300,225,2775,0.925,1486.780353,20308.05913115,2.0,1.5,2.0,15.0,0.30830571704048604,0.0,0.07499999999999996
retry-checkout-300vu-75f-00009,retry,75,300,1753,1247,0.4156666666666667,1804.104219,24786.446179549996,2.0,1.5,2.0,15.0,0.2948275492590016,0.3679276545918007,0.5843333333333334
retry-checkout-300vu-25f-00010,retry,25,300,48,2952,0.984,1592.716853,25586.078797599996,1.0,0.5,3.0,15.0,0.6264066991733829,0.9633588620557959,0.016000000000000014
retry-checkout-300vu-75f-00010,retry,75,300,1252,1748,0.5826666666666667,1496.5234095,22676.8115949,1.0,0.5,3.0,15.0,0.015549164932702577,0.1570323765023791,0.41733333333333333
retry-checkout-300vu-25f-00011,retry,25,300,36,2964,0.988,1510.6317085,21703.40295175,1.5,0.5,3.0,15.0,0.3799254100617853,0.25468204367149017,0.01200000000000001
retry-checkout-300vu-75f-00011,retry,75,300,1254,1746,0.582,1516.0489535,21688.055072749998,1.5,0.5,3.0,15.0,0.03327804206998712,0.05818867948546214,0.41800000000000004
retry-checkout-300vu-25f-00012,retry,25,300,71,2929,0.9763333333333334,1606.631373,25391.43987315,2.0,0.5,3.0,15.0,0.6681885446931787,0.9278328230071334,0.023666666666666614
retry-checkout-300vu-75f-00012,retry,75,300,1259,1741,0.5803333333333334,1611.584783,23586.696457449998,2.0,0.5,3.0,15.0,0.12002302512470142,0.2479914565786442,0.41966666666666663
retry-checkout-300vu-25f-00013,retry,25,300,39,2961,0.987,1493.805206,21384.730553099995,1.0,1.0,3.0,15.0,0.32939960478115327,0.19651706916722794,0.013000000000000012
retry-checkout-300vu-75f-00013,retry,75,300,1259,1741,0.5803333333333334,1885.700316,24204.4502621,1.0,1.0,3.0,15.0,0.36891548138498803,0.3097468721233106,0.41966666666666663
retry-checkout-300vu-25f-00014,retry,25,300,86,2914,0.9713333333333334,1609.53027,25326.63753915,1.5,1.0,3.0,15.0,0.6768932119495268,0.9160049203682658,0.028666666666666618
retry-checkout-300vu-75f-00014,retry,75,300,1264,1736,0.5786666666666667,1804.8382305,22691.25618085,1.5,1.0,3.0,15.0,0.29549401979118517,0.1584763682689994,0.42133333333333334
retry-checkout-300vu-25f-00015,retry,25,300,61,2939,0.9796666666666667,1593.201728,21420.05151159998,2.0,1.0,3.0,15.0,0.6278626582971194,0.20296394897018874,0.020333333333333314
retry-checkout-300vu-75f-00015,retry,75,300,1232,1768,0.5893333333333334,1914.767259,24816.100666549977,2.0,1.0,3.0,15.0,0.3953077939988367,0.3708921449011487,0.4106666666666666
retry-checkout-300vu-25f-00016,retry,25,300,46,2954,0.9846666666666667,1690.488852,23692.051488549998,1.0,1.5,3.0,15.0,0.9199917138472363,0.6176557179869421,0.01533333333333331
retry-checkout-300vu-75f-00016,retry,75,300,1304,1696,0.5653333333333334,1904.5518105,31109.21306155,1.0,1.5,3.0,15.0,0.3860323325131666,1.0,0.43466666666666665
retry-checkout-300vu-25f-00017,retry,25,300,56,2944,0.9813333333333333,1498.9400415,21081.36964205,1.5,1.5,3.0,15.0,0.3448182396769717,0.1411467900606518,0.01866666666666672
retry-checkout-300vu-75f-00017,retry,75,300,1255,1745,0.5816666666666667,2095.072087,24605.18769725,1.5,1.5,3.0,15.0,0.5590216522591365,0.3498076643769711,0.41833333333333333
retry-checkout-300vu-25f-00018,retry,25,300,128,2872,0.9573333333333334,1707.3887015,25717.8723011,2.0,1.5,3.0,15.0,0.9707377619406524,0.9874141796903941,0.04266666666666663
retry-checkout-300vu-75f-00018,retry,75,300,1249,1751,0.5836666666666667,2198.917882,25112.773568599998,2.0,1.5,3.0,15.0,0.6533119491532283,0.400549847061836,0.41633333333333333
retry-checkout-300vu-25f-00019,retry,25,300,7,2993,0.9976666666666667,1504.066001,22313.819423199977,1.0,0.5,4.0,15.0,0.36021022215065573,0.3660969595828757,0.0023333333333332984
retry-checkout-300vu-75f-00019,retry,75,300,997,2003,0.6676666666666666,1788.929219,26019.40434614999,1.0,0.5,4.0,15.0,0.28104889548329665,0.49118362380547814,0.33233333333333337
retry-checkout-300vu-25f-00020,retry,25,300,8,2992,0.9973333333333333,1487.563947,23097.90528055,1.5,0.5,4.0,15.0,0.3106586550834971,0.5092104959139774,0.002666666666666706
retry-checkout-300vu-75f-00020,retry,75,300,998,2002,0.6673333333333333,1810.1875175,24286.190989199997,1.5,0.5,4.0,15.0,0.30035108559150675,0.31791830308979974,0.33266666666666667
retry-checkout-300vu-25f-00021,retry,25,300,87,2913,0.971,1398.338957,20377.3171826,2.0,0.5,4.0,15.0,0.04273818433169767,0.01264117260820107,0.029000000000000026
retry-checkout-300vu-75f-00021,retry,75,300,971,2029,0.6763333333333333,1884.997658,24696.64310815,2.0,0.5,4.0,15.0,0.36827747932207344,0.3589502497587604,0.32366666666666666
retry-checkout-300vu-25f-00022,retry,25,300,13,2987,0.9956666666666667,1606.076302,24952.334480499998,1.0,1.0,4.0,15.0,0.6665218044265709,0.8476860827297538,0.0043333333333333
retry-checkout-300vu-75f-00022,retry,75,300,916,2084,0.6946666666666667,1912.7332245,24181.191153249994,1.0,1.0,4.0,15.0,0.39346092367637614,0.30742171293947607,0.30533333333333335
retry-checkout-300vu-25f-00023,retry,25,300,12,2988,0.996,1601.4596495,22415.14572035,1.5,1.0,4.0,15.0,0.6526591443007762,0.38459131778681704,0.0040000000000000036
retry-checkout-300vu-75f-00023,retry,75,300,973,2027,0.6756666666666666,2092.625037,26914.73720365,1.5,1.0,4.0,15.0,0.5567997705641222,0.5806879736767557,0.32433333333333336
retry-checkout-300vu-25f-00024,retry,25,300,16,2984,0.9946666666666667,1592.5132465,22207.69759475,2.0,1.0,4.0,15.0,0.6257953194542243,0.34672730763847265,0.005333333333333301
retry-checkout-300vu-75f-00024,retry,75,300,974,2026,0.6753333333333333,1901.6539010000001,21506.1338378,2.0,1.0,4.0,15.0,0.38340107770764265,0.04000243542485105,0.32466666666666666
retry-checkout-300vu-25f-00025,retry,25,300,112,2888,0.9626666666666667,1684.279487,21302.465345749995,1.0,1.5,4.0,15.0,0.9013465339052746,0.18150179420657517,0.03733333333333333
retry-checkout-300vu-75f-00025,retry,75,300,941,2059,0.6863333333333334,2118.912929,22213.774658399998,1.0,1.5,4.0,15.0,0.5806687499618902,0.11074364754459011,0.31366666666666665
retry-checkout-300vu-25f-00026,retry,25,300,9,2991,0.997,1693.00997,23193.938940699998,1.5,1.5,4.0,15.0,0.9275620046523221,0.526738827259393,0.0030000000000000027
retry-checkout-300vu-75f-00026,retry,75,300,929,2071,0.6903333333333334,2186.386861,23398.5999575,1.5,1.5,4.0,15.0,0.6419339854092354,0.22918788559377465,0.30966666666666665
retry-checkout-300vu-25f-00027,retry,25,300,12,2988,0.996,1581.5596935,21715.324043099998,2.0,1.5,4.0,15.0,0.5929045219751242,0.25685791449485956,0.0040000000000000036
retry-checkout-300vu-75f-00027,retry,75,300,957,2043,0.681,2293.590983,24543.084238850002,2.0,1.5,4.0,15.0,0.7392735887282763,0.34359932563201484,0.31899999999999995
retry-checkout-300vu-25f-00028,retry,25,300,3,2997,0.999,1589.078344,23712.691513050002,1.0,0.5,5.0,15.0,0.6154811608896058,0.6214229927929682,0.0010000000000000009
retry-checkout-300vu-75f-00028,retry,75,300,695,2305,0.7683333333333333,1813.852911,26448.197259899996,1.0,0.5,5.0,15.0,0.3036792034161011,0.5340490572061559,0.2316666666666667
retry-checkout-300vu-25f-00029,retry,25,300,0,3000,1.0,1384.1059495,20387.8225809,1.5,0.5,5.0,15.0,0.0,0.014558647189825307,0.0
retry-checkout-300vu-75f-00029,retry,75,300,688,2312,0.7706666666666667,1988.047145,24310.26969745,1.5,0.5,5.0,15.0,0.46184474147278304,0.3203253957253525,0.22933333333333328
retry-checkout-300vu-25f-00030,retry,25,300,29,2971,0.9903333333333333,1573.454162,23528.734183749984,2.0,0.5,5.0,15.0,0.5685656252694641,0.5878465882661384,0.009666666666666712
retry-checkout-300vu-75f-00030,retry,75,300,710,2290,0.7633333333333333,1905.9002195,23605.57800405,2.0,0.5,5.0,15.0,0.38725666600634906,0.24987900101403576,0.2366666666666667
retry-checkout-300vu-25f-00031,retry,25,300,22,2978,0.9926666666666667,1581.6943615,21486.4262011,1.0,1.0,5.0,15.0,0.5933088965113968,0.21507884231787736,0.007333333333333303
retry-checkout-300vu-75f-00031,retry,75,300,679,2321,0.7736666666666666,1995.260879,21421.792264099982,1.0,1.0,5.0,15.0,0.4683946948972332,0.03157100385400595,0.2263333333333334
retry-checkout-300vu-25f-00032,retry,25,300,9,2991,0.997,1694.682687,23693.858182299995,1.5,1.0,5.0,15.0,0.9325847580992489,0.6179854807663694,0.0030000000000000027
retry-checkout-300vu-75f-00032,retry,75,300,740,2260,0.7533333333333333,2117.855325,22275.040204549998,1.5,1.0,5.0,15.0,0.5797084626902064,0.11686822214467335,0.2466666666666667
retry-checkout-300vu-25f-00033,retry,25,300,7,2993,0.9976666666666667,1494.259018,21017.442306199995,2.0,1.0,5.0,15.0,0.3307622894356745,0.12947859452318808,0.0023333333333332984
retry-checkout-300vu-75f-00033,retry,75,300,730,2270,0.7566666666666667,2363.242976,27496.543406,2.0,1.0,5.0,15.0,0.802516468223158,0.6388497907665674,0.2433333333333333
retry-checkout-300vu-25f-00034,retry,25,300,0,3000,1.0,1703.3746035,24126.9858442,1.0,1.5,5.0,15.0,0.9586844232313527,0.6970411489642722,0.0
retry-checkout-300vu-75f-00034,retry,75,300,738,2262,0.754,2310.0602055,24911.95453355,1.0,1.5,5.0,15.0,0.7542273755343751,0.38047443374112344,0.246
retry-checkout-300vu-25f-00035,retry,25,300,3,2997,0.999,1603.89388,22306.007476449988,1.5,1.5,5.0,15.0,0.6599685335366662,0.3646711012861839,0.0010000000000000009
retry-checkout-300vu-75f-00035,retry,75,300,704,2296,0.7653333333333333,2580.739739,26397.191112,1.5,1.5,5.0,15.0,1.0,0.5289500908619801,0.2346666666666667
retry-checkout-300vu-25f-00036,retry,25,300,4,2996,0.9986666666666667,1612.485307,23587.55631404999,2.0,1.5,5.0,15.0,0.685766453673947,0.5985829674558026,0.0013333333333332975
retry-checkout-300vu-75f-00036,retry,75,300,772,2228,0.7426666666666667,2298.2715264999997,29087.909885099998,2.0,1.5,5.0,15.0,0.743523446281398,0.7979350079856709,0.2573333333333333
retry-checkout-300vu-50f-00001,retry,50,300,729,2271,0.757,1491.228624,21925.99449984999,1.0,0.5,2.0,15.0,0.12328900756285616,0.13446974705960832,0.243
retry-checkout-300vu-50f-00002,retry,50,300,864,2136,0.712,1406.366402,22391.8287635,1.5,0.5,2.0,15.0,0.0,0.23549772601208854,0.28800000000000003
retry-checkout-300vu-50f-00003,retry,50,300,742,2258,0.7526666666666667,1478.4888675000002,21305.9621459,2.0,0.5,2.0,15.0,0.10478051345958565,0.0,0.2473333333333333
retry-checkout-300vu-50f-00004,retry,50,300,753,2247,0.749,1674.535673,23692.0921236,1.0,1.0,2.0,15.0,0.3896000187273511,0.5174928251865848,0.251
retry-checkout-300vu-50f-00005,retry,50,300,757,2243,0.7476666666666667,1685.48621,24001.33574155,1.5,1.0,2.0,15.0,0.40550911004256945,0.5845601496908942,0.2523333333333333
retry-checkout-300vu-50f-00006,retry,50,300,744,2256,0.752,1696.0970244999999,25916.90525769999,2.0,1.0,2.0,15.0,0.42092464782024563,1.0,0.248
retry-checkout-300vu-50f-00007,retry,50,300,866,2134,0.7113333333333334,1694.7921225,23934.688578249985,1.0,1.5,2.0,15.0,0.4190288681817303,0.5701060213956533,0.2886666666666666
retry-checkout-300vu-50f-00008,retry,50,300,728,2272,0.7573333333333333,1782.8479945,24905.15659725,1.5,1.5,2.0,15.0,0.5469576545498492,0.7805766334742242,0.2426666666666667
